0.0,67.84506406273671
0.04,68.6347846176474
0.08,67.33234396719857
0.12,67.54286172706769
0.16,63.575602556981046
0.2,67.49497862318243
0.24,59.40960948783881
0.28,68.2263788305814
0.32,54.91342695798161
0.36,64.13249121135034
0.4,65.87282160985097
0.44,46.96604136942491
0.48,61.298814128510195
0.52,66.57029276946058
0.56,43.89492457895201
0.6,45.15887374397525
0.64,66.21847242974437
0.68,56.58342659326397
0.72,33.41302727955047
0.76,39.796260732585196
0.8,63.478469391595006
0.84,55.6012429595827
0.88,29.222518066983838
0.92,25.94700797257459
0.96,48.194939339389464
1.0,60.46811977019363
1.04,36.40329181899686
1.08,18.007203027008288
1.12,20.249485697884715
1.16,43.61594577485146
1.2,54.28966891580639
1.24,28.132562701816365
1.28,11.829892810538478
1.32,11.010313044329845
1.36,25.361703463134933
1.4,45.6451019253576
1.44,28.28984737093043
1.48,8.90611794647933
1.52,4.650455039733004
1.56,6.889224421380558
1.6,21.758019609569956
1.64,29.35135761369001
1.68,9.0257217044722
1.72,2.335748908771862
1.76,1.152511020229241
1.8,1.6218382595727832
1.84,5.97868844941587
1.88,7.102658960013564
1.92,1.0706969093916996
1.96,0.12890315628624194
2.0,0.003969474892073777
2.04,0.09178577660122755
2.08,1.511000623694514
2.12,3.1081582997558144
2.16,0.7698725959272679
2.2,0.5053758721416557
2.24,0.8626681182981599
2.28,2.7351222332011815
2.32,12.984026242329527
2.36,26.055526658324357
2.4,10.117318706983092
2.44,3.5841394836840124
2.48,3.062803637477174
2.52,6.231021086968003
2.56,20.647423064302295
2.6,43.64921917071882
2.64,28.044850010456067
2.68,10.149557937454379
2.72,6.444573015589317
2.76,9.752116311422476
2.8,25.302068384277064
2.84,53.25255525019882
2.88,45.02473630757734
2.92,19.272865572596487
2.96,10.969432964284653
3.0,13.808477395425367
3.04,30.486326097703564
3.08,59.18548472795467
3.12,54.869110817579895
3.16,27.193882879489273
3.2,15.902504077748514
3.24,19.335143728208372
3.28,39.092652145181205
3.32,65.19254279837006
3.36,57.083345186805076
3.4,30.283210513165916
3.44,20.53194293416505
3.48,28.531000112636185
3.52,54.174038563140506
3.56,69.16186059557255
3.6,50.2596020249931
3.64,28.816792684430137
3.68,27.924381613568407
3.72,47.71621786462518
3.76,70.66624743783005
3.8,61.74272016241442
3.84,36.94817458990063
3.88,32.28170772921972
3.92,51.45990748684686
3.96,72.1793075920028
4.0,61.73845145971482
4.04,39.17936499096055
4.08,41.282198898431766
4.12,65.54960667088501
4.16,72.20882767201398
4.2,50.67959099981714
4.24,43.1609610505476
4.28,64.32578160576358
4.32,72.75728182554846
4.36,53.37074000370205
4.4,51.120235502803446
4.44,71.6897251039757
4.48,66.79998847758569
4.52,52.72508399174222
4.56,69.91702136121205
4.6,68.1932798658402
4.64,58.870588557958136
4.68,71.21956823248613
4.72,62.499233366734316
4.76,69.84177580567132
4.8,65.72349036020499
4.84,69.2960359998145
4.88,68.75819066954607
4.92,69.77885278592149
4.96,68.90295881241282
